order_id,order_date,customer_id,product_id,City,State,Region,ship_mode,sales,quantity,discount,profit
CA-2014-143336,8/27/2014,ZD-21925,TEC-PH-10001949,San Francisco,California,West,Second Class,213.48,3,0.2,16.011
CA-2014-143336,8/27/2014,ZD-21925,OFF-BI-10002215,San Francisco,California,West,Second Class,22.72,4,0.2,7.384
CA-2016-137330,12/9/2016,KB-16585,OFF-AR-10000246,Fremont,Nebraska,Central,Standard Class,19.46,7,0.0,5.0596
CA-2016-137330,12/9/2016,KB-16585,OFF-AP-10001492,Fremont,Nebraska,Central,Standard Class,60.34,7,0.0,15.6884
US-2017-156909,7/16/2017,SF-20065,FUR-CH-10002774,Philadelphia,Pennsylvania,East,Second Class,71.372,2,0.3,-1.0196
CA-2015-106320,9/25/2015,EB-13870,FUR-TA-10000577,Orem,Utah,West,Standard Class,1044.63,3,0.0,240.2649
CA-2016-121755,1/16/2016,EH-13945,OFF-BI-10001634,Los Angeles,California,West,Second Class,11.648,2,0.2,4.2224
CA-2016-121755,1/16/2016,EH-13945,TEC-AC-10003027,Los Angeles,California,West,Second Class,90.57,3,0.0,11.7741
US-2015-150630,9/17/2015,TB-21520,FUR-BO-10004834,Philadelphia,Pennsylvania,East,Standard Class,3083.43,7,0.5,-1665.0522
US-2015-150630,9/17/2015,TB-21520,OFF-BI-10000474,Philadelphia,Pennsylvania,East,Standard Class,9.618,2,0.7,-7.0532
US-2015-150630,9/17/2015,TB-21520,FUR-FU-10004848,Philadelphia,Pennsylvania,East,Standard Class,124.2,3,0.2,15.525
US-2015-150630,9/17/2015,TB-21520,OFF-EN-10001509,Philadelphia,Pennsylvania,East,Standard Class,3.264,2,0.2,1.1016
US-2015-150630,9/17/2015,TB-21520,OFF-AR-10004042,Philadelphia,Pennsylvania,East,Standard Class,86.304,6,0.2,9.7092
US-2015-150630,9/17/2015,TB-21520,OFF-BI-10001525,Philadelphia,Pennsylvania,East,Standard Class,6.858,6,0.7,-5.715
US-2015-150630,9/17/2015,TB-21520,OFF-AR-10001683,Philadelphia,Pennsylvania,East,Standard Class,15.76,2,0.2,3.546
CA-2017-107727,10/19/2017,MA-17560,OFF-PA-10000249,Houston,Texas,Central,Second Class,29.472,3,0.2,9.9468
CA-2016-117590,12/8/2016,GH-14485,TEC-PH-10004977,Richardson,Texas,Central,First Class,1097.544,7,0.2,123.4737
CA-2016-117590,12/8/2016,GH-14485,FUR-FU-10003664,Richardson,Texas,Central,First Class,190.92,5,0.6,-147.963
CA-2015-117415,12/27/2015,SN-20710,OFF-EN-10002986,Houston,Texas,Central,Standard Class,113.328,9,0.2,35.415
CA-2015-117415,12/27/2015,SN-20710,FUR-BO-10002545,Houston,Texas,Central,Standard Class,532.3992,3,0.32,-46.9764
CA-2015-117415,12/27/2015,SN-20710,FUR-CH-10004218,Houston,Texas,Central,Standard Class,212.058,3,0.3,-15.147
CA-2015-117415,12/27/2015,SN-20710,TEC-PH-10000486,Houston,Texas,Central,Standard Class,371.168,4,0.2,41.7564
CA-2017-120999,9/10/2017,LC-16930,TEC-PH-10004093,Naperville,Illinois,Central,Standard Class,147.168,4,0.2,16.5564
CA-2016-101343,7/17/2016,RA-19885,OFF-ST-10003479,Los Angeles,California,West,Standard Class,77.88,2,0.0,3.894
CA-2017-139619,9/19/2017,ES-14080,OFF-ST-10003282,Melbourne,Florida,South,Standard Class,95.616,2,0.2,9.5616
CA-2016-118255,3/11/2016,ON-18715,TEC-AC-10000171,Eagan,Minnesota,Central,First Class,45.98,2,0.0,19.7714
CA-2016-118255,3/11/2016,ON-18715,OFF-BI-10003291,Eagan,Minnesota,Central,First Class,17.46,2,0.0,8.2062
CA-2014-146703,10/20/2014,PO-18865,OFF-ST-10001713,Westland,Michigan,Central,Second Class,211.96,4,0.0,8.4784
CA-2016-169194,6/20/2016,LH-16900,TEC-AC-10002167,Dover,Delaware,East,Standard Class,45.0,3,0.0,4.95
CA-2016-169194,6/20/2016,LH-16900,TEC-PH-10003988,Dover,Delaware,East,Standard Class,21.8,2,0.0,6.104
CA-2015-115742,4/18/2015,DP-13000,OFF-BI-10004410,New Albany,Indiana,Central,Standard Class,38.22,6,0.0,17.9634
CA-2015-115742,4/18/2015,DP-13000,OFF-LA-10002762,New Albany,Indiana,Central,Standard Class,75.18,6,0.0,35.3346
CA-2015-115742,4/18/2015,DP-13000,FUR-FU-10001706,New Albany,Indiana,Central,Standard Class,6.16,2,0.0,2.9568
CA-2015-115742,4/18/2015,DP-13000,FUR-CH-10003061,New Albany,Indiana,Central,Standard Class,89.99,1,0.0,17.0981
CA-2016-105816,12/11/2016,JM-15265,OFF-FA-10000304,New York City,New York,East,Standard Class,15.26,7,0.0,6.2566
CA-2016-105816,12/11/2016,JM-15265,TEC-PH-10002447,New York City,New York,East,Standard Class,1029.95,5,0.0,298.6855
CA-2016-111682,6/17/2016,TB-21055,OFF-ST-10000604,Troy,New York,East,First Class,208.56,6,0.0,52.14
CA-2016-111682,6/17/2016,TB-21055,OFF-PA-10001569,Troy,New York,East,First Class,32.4,5,0.0,15.552
CA-2016-111682,6/17/2016,TB-21055,FUR-CH-10003968,Troy,New York,East,First Class,319.41,5,0.1,7.098
CA-2016-111682,6/17/2016,TB-21055,OFF-PA-10000587,Troy,New York,East,First Class,14.56,2,0.0,6.9888
CA-2016-111682,6/17/2016,TB-21055,TEC-AC-10002167,Troy,New York,East,First Class,30.0,2,0.0,3.3
CA-2016-111682,6/17/2016,TB-21055,OFF-BI-10001460,Troy,New York,East,First Class,48.48,4,0.2,16.362
CA-2016-111682,6/17/2016,TB-21055,OFF-AR-10001868,Troy,New York,East,First Class,1.68,1,0.0,0.84
CA-2015-135545,11/24/2015,KM-16720,TEC-AC-10004633,Los Angeles,California,West,Standard Class,13.98,2,0.0,6.1512
CA-2015-135545,11/24/2015,KM-16720,OFF-BI-10001078,Los Angeles,California,West,Standard Class,25.824,6,0.2,9.3612
CA-2015-135545,11/24/2015,KM-16720,OFF-PA-10003892,Los Angeles,California,West,Standard Class,146.73,3,0.0,68.9631
CA-2015-135545,11/24/2015,KM-16720,FUR-FU-10000397,Los Angeles,California,West,Standard Class,79.76,4,0.0,22.3328
US-2015-164175,4/30/2015,PS-18970,FUR-CH-10001146,Chicago,Illinois,Central,Standard Class,213.115,5,0.3,-15.2225
CA-2014-106376,12/5/2014,BS-11590,OFF-AR-10002671,Gilbert,Arizona,West,Standard Class,1113.024,8,0.2,111.3024
CA-2014-106376,12/5/2014,BS-11590,TEC-PH-10002726,Gilbert,Arizona,West,Standard Class,167.968,4,0.2,62.988
CA-2016-119823,6/4/2016,KD-16270,OFF-PA-10000482,Springfield,Virginia,South,First Class,75.88,2,0.0,35.6636
CA-2016-106075,9/18/2016,HM-14980,OFF-BI-10004654,New York City,New York,East,Standard Class,4.616,1,0.2,1.731
CA-2017-114440,9/14/2017,TB-21520,OFF-PA-10004675,Jackson,Michigan,Central,Second Class,19.05,3,0.0,8.763
US-2015-134026,4/26/2015,JE-15745,FUR-CH-10000513,Memphis,Tennessee,South,Standard Class,831.936,8,0.2,-114.3912
US-2015-134026,4/26/2015,JE-15745,FUR-FU-10003708,Memphis,Tennessee,South,Standard Class,97.04,2,0.2,1.213
US-2015-134026,4/26/2015,JE-15745,OFF-ST-10004123,Memphis,Tennessee,South,Standard Class,72.784,1,0.2,-18.196
US-2017-118038,12/9/2017,KB-16600,OFF-BI-10004182,Houston,Texas,Central,First Class,1.248,3,0.8,-1.9344
US-2017-118038,12/9/2017,KB-16600,FUR-FU-10000260,Houston,Texas,Central,First Class,9.708,3,0.6,-5.8248
US-2017-118038,12/9/2017,KB-16600,OFF-ST-10000615,Houston,Texas,Central,First Class,27.24,3,0.2,2.724
US-2014-147606,11/26/2014,JE-15745,FUR-FU-10003194,Houston,Texas,Central,Second Class,19.3,5,0.6,-14.475
CA-2016-127208,6/12/2016,SC-20770,OFF-AP-10002118,Decatur,Alabama,South,First Class,208.16,1,0.0,56.2032
CA-2016-127208,6/12/2016,SC-20770,OFF-BI-10002309,Decatur,Alabama,South,First Class,16.74,3,0.0,8.0352
CA-2014-139451,10/12/2014,DN-13690,OFF-AR-10002053,San Francisco,California,West,Standard Class,14.9,5,0.0,4.172
CA-2014-139451,10/12/2014,DN-13690,OFF-ST-10002370,San Francisco,California,West,Standard Class,21.39,1,0.0,6.2031
CA-2015-149734,9/3/2015,JC-16105,OFF-EN-10000927,Durham,North Carolina,South,Standard Class,200.984,7,0.2,62.8075
US-2017-119662,11/13/2017,CS-12400,OFF-ST-10003656,Chicago,Illinois,Central,First Class,230.376,3,0.2,-48.9549
CA-2017-140088,5/28/2017,PO-18865,FUR-CH-10000863,Columbia,South Carolina,South,Second Class,301.96,2,0.0,33.2156
CA-2017-155558,10/26/2017,PG-18895,TEC-AC-10001998,Rochester,Minnesota,Central,Standard Class,19.99,1,0.0,6.7966
CA-2017-155558,10/26/2017,PG-18895,OFF-LA-10000134,Rochester,Minnesota,Central,Standard Class,6.16,2,0.0,2.9568
CA-2016-159695,4/5/2016,GM-14455,OFF-ST-10003442,Houston,Texas,Central,Second Class,158.368,7,0.2,13.8572
CA-2016-109806,9/17/2016,JS-15685,OFF-AR-10004930,Los Angeles,California,West,Standard Class,20.1,3,0.0,6.633
CA-2016-109806,9/17/2016,JS-15685,TEC-PH-10004093,Los Angeles,California,West,Standard Class,73.584,2,0.2,8.2782
CA-2016-109806,9/17/2016,JS-15685,OFF-PA-10000304,Los Angeles,California,West,Standard Class,6.48,1,0.0,3.1104
CA-2015-149587,1/31/2015,KB-16315,OFF-PA-10003177,Minneapolis,Minnesota,Central,Second Class,12.96,2,0.0,6.2208
CA-2015-149587,1/31/2015,KB-16315,FUR-FU-10003799,Minneapolis,Minnesota,Central,Second Class,53.34,3,0.0,16.5354
CA-2015-149587,1/31/2015,KB-16315,OFF-BI-10002852,Minneapolis,Minnesota,Central,Second Class,32.96,2,0.0,16.1504
US-2017-109484,11/6/2017,RB-19705,OFF-BI-10004738,Portland,Oregon,West,Standard Class,5.682,1,0.7,-3.788
CA-2017-161018,11/9/2017,PN-18775,FUR-FU-10000629,New York City,New York,East,Second Class,96.53,7,0.0,40.5426
CA-2017-157833,6/17/2017,KD-16345,OFF-BI-10001721,San Francisco,California,West,First Class,51.312,3,0.2,17.9592
CA-2016-149223,9/6/2016,ER-13855,OFF-AP-10000358,Saint Paul,Minnesota,Central,Standard Class,77.88,6,0.0,22.5852
CA-2016-158568,8/29/2016,RB-19465,OFF-PA-10003256,Chicago,Illinois,Central,Standard Class,64.624,7,0.2,22.6184
CA-2016-158568,8/29/2016,RB-19465,TEC-AC-10001767,Chicago,Illinois,Central,Standard Class,95.976,3,0.2,-10.7973
CA-2016-158568,8/29/2016,RB-19465,OFF-BI-10002609,Chicago,Illinois,Central,Standard Class,1.788,3,0.8,-3.0396
CA-2016-129903,12/1/2016,GZ-14470,OFF-PA-10004040,Rochester,Minnesota,Central,Second Class,23.92,4,0.0,11.7208
US-2015-156867,11/13/2015,LC-16870,TEC-AC-10001552,Aurora,Colorado,West,Standard Class,238.896,6,0.2,-26.8758
US-2015-156867,11/13/2015,LC-16870,FUR-FU-10004006,Aurora,Colorado,West,Standard Class,102.36,3,0.2,-3.8385
US-2015-156867,11/13/2015,LC-16870,OFF-BI-10002794,Aurora,Colorado,West,Standard Class,36.882,3,0.7,-25.8174
CA-2017-119004,11/23/2017,JM-15250,TEC-AC-10003499,Charlotte,North Carolina,South,Standard Class,74.112,8,0.2,17.6016
CA-2017-119004,11/23/2017,JM-15250,TEC-PH-10002844,Charlotte,North Carolina,South,Standard Class,27.992,1,0.2,2.0994
CA-2017-119004,11/23/2017,JM-15250,OFF-AR-10000390,Charlotte,North Carolina,South,Standard Class,3.304,1,0.2,1.0738
CA-2015-129476,10/15/2015,PA-19060,TEC-AC-10000844,Orland Park,Illinois,Central,Standard Class,339.96,5,0.2,67.992
CA-2017-146780,12/25/2017,CV-12805,FUR-FU-10001934,New York City,New York,East,Standard Class,41.96,2,0.0,10.9096
CA-2016-128867,11/3/2016,CL-12565,OFF-AR-10000380,Urbandale,Iowa,Central,Standard Class,75.96,2,0.0,22.788
CA-2016-128867,11/3/2016,CL-12565,OFF-BI-10003981,Urbandale,Iowa,Central,Standard Class,27.24,6,0.0,13.3476
CA-2014-115259,8/25/2014,RC-19960,OFF-FA-10000621,Columbus,Ohio,East,Second Class,40.096,14,0.2,14.5348
CA-2014-115259,8/25/2014,RC-19960,OFF-EN-10002600,Columbus,Ohio,East,Second Class,4.72,2,0.2,1.652
CA-2014-115259,8/25/2014,RC-19960,OFF-PA-10004965,Columbus,Ohio,East,Second Class,23.976,3,0.2,7.4925
CA-2014-115259,8/25/2014,RC-19960,OFF-EN-10002504,Columbus,Ohio,East,Second Class,130.464,6,0.2,44.0316
CA-2015-110457,3/2/2015,DK-13090,FUR-TA-10001768,Seattle,Washington,West,Standard Class,787.53,3,0.0,165.3813
US-2015-136476,4/5/2015,GG-14650,OFF-BI-10003650,Bristol,Tennessee,South,Standard Class,157.794,1,0.7,-115.7156
CA-2016-103730,6/12/2016,SC-20725,FUR-FU-10002157,Wilmington,Delaware,East,First Class,47.04,3,0.0,18.3456
CA-2016-103730,6/12/2016,SC-20725,OFF-BI-10003910,Wilmington,Delaware,East,First Class,30.84,4,0.0,13.878
CA-2016-103730,6/12/2016,SC-20725,OFF-ST-10000777,Wilmington,Delaware,East,First Class,226.56,6,0.0,63.4368
CA-2016-103730,6/12/2016,SC-20725,OFF-EN-10002500,Wilmington,Delaware,East,First Class,115.02,9,0.0,51.759
CA-2016-103730,6/12/2016,SC-20725,TEC-PH-10003875,Wilmington,Delaware,East,First Class,68.04,7,0.0,19.7316
US-2014-152030,12/26/2014,AD-10180,FUR-CH-10004063,Houston,Texas,Central,Second Class,600.558,3,0.3,-8.5794
US-2014-134614,9/20/2014,PF-19165,FUR-TA-10004534,Bloomington,Illinois,Central,Standard Class,617.7,6,0.5,-407.682
US-2017-107272,11/5/2017,TS-21610,OFF-BI-10003274,Phoenix,Arizona,West,Standard Class,2.388,2,0.7,-1.8308
US-2017-107272,11/5/2017,TS-21610,OFF-ST-10002974,Phoenix,Arizona,West,Standard Class,243.992,7,0.2,30.499
US-2016-125969,11/6/2016,LS-16975,FUR-CH-10001146,Los Angeles,California,West,Second Class,81.424,2,0.2,-9.1602
US-2016-125969,11/6/2016,LS-16975,FUR-FU-10003773,Los Angeles,California,West,Second Class,238.56,3,0.0,26.2416
US-2017-164147,2/2/2017,DW-13585,TEC-PH-10002293,Columbus,Ohio,East,First Class,59.97,5,0.4,-11.994
US-2017-164147,2/2/2017,DW-13585,OFF-PA-10002377,Columbus,Ohio,East,First Class,78.304,2,0.2,29.364
US-2017-164147,2/2/2017,DW-13585,OFF-FA-10002780,Columbus,Ohio,East,First Class,21.456,9,0.2,6.9732
CA-2016-145583,10/13/2016,LC-16885,OFF-PA-10001804,Roseville,California,West,Standard Class,20.04,3,0.0,9.6192
CA-2016-145583,10/13/2016,LC-16885,OFF-PA-10001736,Roseville,California,West,Standard Class,35.44,1,0.0,16.6568
CA-2016-145583,10/13/2016,LC-16885,OFF-AR-10001149,Roseville,California,West,Standard Class,11.52,4,0.0,3.456
CA-2016-145583,10/13/2016,LC-16885,OFF-FA-10002988,Roseville,California,West,Standard Class,4.02,2,0.0,1.9698
CA-2016-145583,10/13/2016,LC-16885,OFF-BI-10004781,Roseville,California,West,Standard Class,76.176,3,0.2,26.6616
CA-2016-145583,10/13/2016,LC-16885,OFF-SU-10001218,Roseville,California,West,Standard Class,65.88,6,0.0,18.4464
CA-2016-145583,10/13/2016,LC-16885,FUR-FU-10001706,Roseville,California,West,Standard Class,43.12,14,0.0,20.6976
CA-2016-110366,9/5/2016,JD-15895,FUR-FU-10004848,Philadelphia,Pennsylvania,East,Second Class,82.8,2,0.2,10.35
CA-2017-106180,9/18/2017,SH-19975,OFF-AR-10000940,San Francisco,California,West,Standard Class,8.82,3,0.0,2.3814
CA-2017-106180,9/18/2017,SH-19975,OFF-EN-10004030,San Francisco,California,West,Standard Class,10.86,3,0.0,5.1042
CA-2017-106180,9/18/2017,SH-19975,OFF-PA-10004327,San Francisco,California,West,Standard Class,143.7,3,0.0,68.976
CA-2017-155376,12/22/2017,SG-20080,OFF-AP-10001058,Independence,Missouri,Central,Standard Class,839.43,3,0.0,218.2518
CA-2015-110744,9/7/2015,HA-14920,OFF-ST-10003656,Pasadena,California,West,Standard Class,671.93,7,0.0,20.1579
CA-2014-110072,10/22/2014,MG-17680,FUR-FU-10000521,Newark,Ohio,East,Standard Class,93.888,4,0.2,12.9096
CA-2016-114489,12/5/2016,JE-16165,TEC-PH-10000215,Franklin,Wisconsin,Central,Standard Class,384.45,11,0.0,103.8015
CA-2016-114489,12/5/2016,JE-16165,TEC-PH-10001448,Franklin,Wisconsin,Central,Standard Class,149.97,3,0.0,5.9988
CA-2016-114489,12/5/2016,JE-16165,FUR-CH-10000454,Franklin,Wisconsin,Central,Standard Class,1951.84,8,0.0,585.552
CA-2016-114489,12/5/2016,JE-16165,OFF-BI-10002735,Franklin,Wisconsin,Central,Standard Class,171.55,5,0.0,80.6285
CA-2016-158834,3/13/2016,TW-21025,OFF-AP-10000326,Scottsdale,Arizona,West,First Class,157.92,5,0.2,17.766
CA-2016-158834,3/13/2016,TW-21025,TEC-PH-10001254,Scottsdale,Arizona,West,First Class,203.184,2,0.2,15.2388
CA-2015-124919,5/31/2015,SP-20650,OFF-PA-10001950,San Jose,California,West,First Class,58.38,7,0.0,26.271
CA-2015-124919,5/31/2015,SP-20650,OFF-PA-10002254,San Jose,California,West,First Class,105.52,4,0.0,48.5392
CA-2015-124919,5/31/2015,SP-20650,OFF-ST-10001590,San Jose,California,West,First Class,80.88,6,0.0,21.0288
CA-2015-118948,5/28/2015,NK-18490,OFF-AR-10001547,Seattle,Washington,West,Standard Class,6.63,3,0.0,1.7901
CA-2014-104269,3/1/2014,DB-13060,FUR-CH-10004063,Seattle,Washington,West,Second Class,457.568,2,0.2,51.4764
CA-2016-114104,11/20/2016,NP-18670,OFF-LA-10002475,Edmond,Oklahoma,Central,Standard Class,14.62,2,0.0,6.8714
CA-2016-114104,11/20/2016,NP-18670,TEC-PH-10004536,Edmond,Oklahoma,Central,Standard Class,944.93,7,0.0,236.2325
CA-2016-162733,5/11/2016,TT-21070,OFF-PA-10002751,Los Angeles,California,West,First Class,5.98,1,0.0,2.691
CA-2015-119697,12/28/2015,EM-13960,TEC-AC-10003657,Philadelphia,Pennsylvania,East,Second Class,54.384,2,0.2,1.3596
CA-2016-154508,11/16/2016,RD-19900,OFF-EN-10001990,Carlsbad,New Mexico,West,Standard Class,28.4,5,0.0,13.348
CA-2016-113817,11/7/2016,MJ-17740,OFF-BI-10004002,Seattle,Washington,West,Standard Class,27.68,2,0.2,9.688
CA-2014-139892,9/8/2014,BM-11140,OFF-AR-10004441,San Antonio,Texas,Central,Standard Class,9.936,3,0.2,2.7324
CA-2014-139892,9/8/2014,BM-11140,TEC-MA-10000822,San Antonio,Texas,Central,Standard Class,8159.952,8,0.4,-1359.992
CA-2014-139892,9/8/2014,BM-11140,OFF-ST-10000991,San Antonio,Texas,Central,Standard Class,275.928,3,0.2,-58.6347
CA-2014-139892,9/8/2014,BM-11140,FUR-CH-10004287,San Antonio,Texas,Central,Standard Class,1740.06,9,0.3,-24.858
CA-2014-139892,9/8/2014,BM-11140,OFF-AR-10002656,San Antonio,Texas,Central,Standard Class,32.064,6,0.2,6.8136
CA-2014-139892,9/8/2014,BM-11140,OFF-AP-10002518,San Antonio,Texas,Central,Standard Class,177.98,5,0.8,-453.849
CA-2014-139892,9/8/2014,BM-11140,TEC-PH-10003931,San Antonio,Texas,Central,Standard Class,143.976,3,0.2,8.9985
CA-2014-118962,8/5/2014,CS-12130,OFF-PA-10000659,Los Angeles,California,West,Standard Class,20.94,3,0.0,9.8418
CA-2014-118962,8/5/2014,CS-12130,OFF-PA-10001144,Los Angeles,California,West,Standard Class,110.96,2,0.0,53.2608
CA-2014-118962,8/5/2014,CS-12130,FUR-CH-10003817,Los Angeles,California,West,Standard Class,340.144,7,0.2,21.259
US-2014-100853,9/14/2014,JB-15400,OFF-AP-10000891,Chicago,Illinois,Central,Standard Class,52.448,2,0.8,-131.12
US-2014-100853,9/14/2014,JB-15400,OFF-LA-10003148,Chicago,Illinois,Central,Standard Class,20.16,4,0.2,6.552
US-2017-152366,4/21/2017,SJ-20500,OFF-AP-10002684,Houston,Texas,Central,Second Class,97.264,4,0.8,-243.16
US-2015-101511,11/21/2015,JE-15745,FUR-CH-10004698,Newark,Ohio,East,Second Class,396.802,7,0.3,-11.3372
US-2015-101511,11/21/2015,JE-15745,OFF-SU-10002189,Newark,Ohio,East,Second Class,15.88,5,0.2,-3.7715
CA-2015-137225,12/15/2015,JK-15640,OFF-AR-10001940,New York City,New York,East,Standard Class,3.28,1,0.0,1.4104
CA-2014-166191,12/5/2014,DK-13150,OFF-ST-10003455,Decatur,Illinois,Central,Second Class,24.816,2,0.2,1.8612
CA-2014-166191,12/5/2014,DK-13150,TEC-AC-10004659,Decatur,Illinois,Central,Second Class,408.744,7,0.2,76.6395
CA-2014-158274,11/19/2014,RM-19675,TEC-PH-10003273,Monroe,Louisiana,South,Second Class,503.96,4,0.0,131.0296
CA-2014-158274,11/19/2014,RM-19675,TEC-PH-10004896,Monroe,Louisiana,South,Second Class,149.95,5,0.0,41.986
CA-2014-158274,11/19/2014,RM-19675,TEC-AC-10002345,Monroe,Louisiana,South,Second Class,29.0,2,0.0,7.25
CA-2016-105018,11/28/2016,SK-19990,OFF-BI-10001890,Fairfield,Connecticut,East,Standard Class,7.16,2,0.0,3.4368
CA-2014-123260,8/26/2014,FM-14290,TEC-AC-10002323,Los Angeles,California,West,Standard Class,176.8,8,0.0,22.984
CA-2016-157000,7/16/2016,AM-10360,OFF-ST-10001328,Grand Prairie,Texas,Central,Standard Class,37.224,3,0.2,3.7224
CA-2016-157000,7/16/2016,AM-10360,OFF-PA-10001950,Grand Prairie,Texas,Central,Standard Class,20.016,3,0.2,6.255
CA-2015-102281,10/12/2015,MP-17470,FUR-BO-10002613,New York City,New York,East,First Class,899.136,4,0.2,112.392
CA-2015-102281,10/12/2015,MP-17470,TEC-PH-10001552,New York City,New York,East,First Class,71.76,6,0.0,20.0928
CA-2015-102281,10/12/2015,MP-17470,OFF-PA-10000061,New York City,New York,East,First Class,51.84,8,0.0,24.8832
CA-2015-102281,10/12/2015,MP-17470,FUR-BO-10002545,New York City,New York,East,First Class,626.352,3,0.2,46.9764
CA-2015-102281,10/12/2015,MP-17470,OFF-AR-10003514,New York City,New York,East,First Class,19.9,5,0.0,6.567
CA-2015-131457,10/31/2015,MZ-17515,OFF-EN-10001509,Redlands,California,West,Standard Class,14.28,7,0.0,6.7116
CA-2014-140004,3/21/2014,CB-12025,OFF-AR-10004685,Hamilton,Ohio,East,Standard Class,7.408,2,0.2,1.2038
CA-2014-140004,3/21/2014,CB-12025,OFF-AR-10004027,Hamilton,Ohio,East,Standard Class,6.048,3,0.2,1.5876
CA-2017-107720,11/6/2017,VM-21685,OFF-ST-10001414,Westfield,New Jersey,East,Standard Class,46.26,3,0.0,12.0276
US-2017-124303,7/6/2017,FH-14365,OFF-BI-10000343,Philadelphia,Pennsylvania,East,Standard Class,2.946,2,0.7,-2.2586
US-2017-124303,7/6/2017,FH-14365,OFF-PA-10002749,Philadelphia,Pennsylvania,East,Standard Class,16.056,3,0.2,5.8203
CA-2017-105074,6/24/2017,MB-17305,OFF-PA-10002666,Akron,Ohio,East,Standard Class,21.744,3,0.2,6.795
CA-2014-133690,8/3/2014,BS-11755,FUR-TA-10004289,Denver,Colorado,West,First Class,218.75,2,0.5,-161.875
CA-2014-133690,8/3/2014,BS-11755,OFF-AP-10003622,Denver,Colorado,West,First Class,2.6,1,0.2,0.2925
US-2017-116701,12/17/2017,LC-17140,OFF-AP-10003217,Dallas,Texas,Central,Second Class,66.284,2,0.8,-178.9668
CA-2017-126382,6/3/2017,HK-14890,FUR-FU-10002960,Franklin,Tennessee,South,Standard Class,35.168,7,0.2,9.6712
CA-2017-108329,12/9/2017,LE-16810,TEC-PH-10001918,Whittier,California,West,Standard Class,444.768,4,0.2,44.4768
CA-2017-135860,12/1/2017,JH-15985,OFF-ST-10000642,Saginaw,Michigan,Central,Standard Class,83.92,4,0.0,5.8744
CA-2017-135860,12/1/2017,JH-15985,TEC-PH-10001700,Saginaw,Michigan,Central,Standard Class,131.98,2,0.0,35.6346
CA-2017-135860,12/1/2017,JH-15985,OFF-BI-10003274,Saginaw,Michigan,Central,Standard Class,15.92,4,0.0,7.4824
CA-2017-135860,12/1/2017,JH-15985,OFF-FA-10000134,Saginaw,Michigan,Central,Standard Class,52.29,9,0.0,16.2099
CA-2017-135860,12/1/2017,JH-15985,OFF-ST-10001522,Saginaw,Michigan,Central,Standard Class,91.99,1,0.0,3.6796
CA-2015-101007,2/9/2015,MS-17980,TEC-AC-10001266,Dallas,Texas,Central,Second Class,20.8,2,0.2,6.5
